6.043,low
8.059,high
7.061,low
6.161,low
5.823,low
6.258,low
5.979,low
6.269,medium
8.66,high
6.215,low
7.011,low
6.746,low
6.647,medium
5.943,medium
6.305,low
7.625,high
7.159,medium
6.126,medium
5.671,low
9.558,high
6.615,low
7.12,low
6.424,low
5.839,low
6.242,low
7.004,medium
6.108,medium
5.774,low
5.996,low
5.732,low
5.955,low
7.714,high
5.651,low
7.674,high
5.876,low
6.098,low
6.564,low
7.119,low
6.323,low
7.071,low
6.099,low
6.203,low
6.213,low
5.986,low
7.066,medium
6.555,medium
6.905,medium
7.976,high
5.698,low
8.088,high
5.687,low
6.803,low
8.515,high
7.173,medium
7.068,medium
5.86,medium
5.761,medium
6.627,low
8.15,high
5.76,low
6.856,medium
6.02,low
8.816,high
6.098,medium
7.784,high
6.384,low
7.861,high
6.349,medium
6.37,medium
8.492,high
8.009,medium
6.124,low
6.371,medium
5.794,low
8.56,high
8.101,high
5.791,medium
6.628,medium
6.212,low
6.292,low
7.366,low
6.044,low
6.487,medium
7.869,high
6.184,medium
6.431,medium
6.652,medium
6.771,medium
5.713,low
6.673,medium
5.896,medium
6.944,medium
5.614,low
9.989,high
7.938,medium
5.795,medium
8.169,high
8.366,high
5.462,low
6.054,low
6.543,medium
6.03,low
6.988,medium
8.435,high
8.081,high
7.649,low
8.3,high
6.552,medium
5.772,low
5.677,low
7.522,medium
6.083,low
8.535,high
7.042,low
5.741,low
8.445,high
8.563,high
6.055,low
6.395,medium
7.988,high
8.116,high
7.159,medium
6.312,low
8.461,high
7.087,medium
7.246,low
8.268,high
7.209,low
6.371,medium
6.494,low
6.274,low
7.15,low
5.91,low
5.893,low
6.377,low
7.762,high
6.67,medium
6.482,low
6.256,low
5.968,medium
6.435,low
7.075,medium
6.869,medium
6.154,medium
8.042,high
6.87,low
6.263,medium
5.957,low
5.913,medium
6.487,medium
8.593,high
6.767,medium
5.806,medium
6.541,medium
6.749,low
6.359,low
6.913,medium
6.005,medium
8.239,high
6.27,medium
6.633,medium
6.489,low
9.102,high
6.319,low
8.892,high
9.27,high
5.923,medium
6.899,medium
6.178,low
8.789,high
5.902,medium
6.414,medium
6.896,medium
5.514,low
5.88,low
6.789,medium
6.842,medium
6.517,low
5.964,medium
6.764,medium
6.046,medium
6.235,low
8.042,high
6.237,medium
5.795,medium
6.985,low
6.062,medium
9.063,high
6.688,medium
7.402,low
6.868,low
6.988,low
6.921,medium
6.136,medium
6.075,low
7.37,medium
7.636,high
6.356,low
6.608,medium
6.665,medium
5.676,low
6.887,medium
8.038,high
6.265,medium
6.002,medium
6.377,low
6.172,low
8.652,high
9.527,high
6.973,medium
6.458,medium
7.931,high
6.673,low
5.878,medium
5.649,low
6.611,medium
6.245,medium
6.187,medium
6.337,medium
6.123,low
6.154,low
5.885,low
9.19,high
5.882,low
5.7,medium
6.245,medium
7.56,medium
5.855,low
8.435,high
6.166,low
8.32,high
6.005,low
5.984,medium
7.653,medium
7.062,medium
5.772,low
9.124,high
6.444,low
5.965,low
6.043,medium
6.055,medium
5.928,low
5.693,low
5.948,low
6.916,medium
6.065,medium
5.868,low
6.31,low
6.445,low
7.825,high
7.496,medium
6.2,medium
8.508,high
5.999,medium
6.283,low
8.52,high
8.601,high
6.46,low
7.817,high
6.984,low
6.083,medium
6.201,low
8.218,high
7.235,medium
9.898,high
9.021,high
8.586,high
6.742,low
8.904,high
6.17,low
8.458,high
6.549,low
6.579,low
8.513,high
6.064,medium
6.315,medium
6.473,low
6.991,low
6.555,low
6.384,low
8.157,high
5.845,medium
6.344,medium
6.316,medium
7.586,high
7.108,medium
5.798,medium
6.707,medium
5.533,low
5.667,low
5.761,medium
5.717,medium
7.101,medium
6.099,low
6.38,medium
6.545,low
8.536,high
5.961,medium
6.223,low
6.465,low
6.952,medium
6.942,medium
6.531,low
6.294,low
7.401,medium
9.664,high
6.208,medium
9.154,high
5.982,medium
5.744,low
5.943,low
6.506,medium
5.471,low
6.068,low
6.546,medium
6.958,low
6.738,low
6.547,low
6.273,low
6.855,low
9.695,high
9.366,high
6.72,low
6.946,low
8.755,high
6.494,low
6.503,medium
7.619,high
8.683,high
7.905,high
6.523,medium
6.013,medium
8.5,high
5.749,low
5.701,low
5.603,low
6.885,medium
5.895,low
6.444,low
6.952,medium
6.537,medium
6.316,low
6.392,low
5.488,low
6.648,medium
7.669,medium
6.163,low
6.019,low
6.645,low
6.945,low
6.746,medium
6.188,low
8.287,high
5.508,low
9.11,high
9.515,high
7.328,medium
8.133,high
6.935,medium
7.308,medium
6.231,medium
6.69,low
6.917,medium
6.29,medium
8.762,high
6.316,medium
6.657,low
5.865,low
6.373,medium
6.547,medium
6.128,low
7.602,low
6.843,medium
8.013,high
5.937,low
5.499,low
5.716,medium
5.667,medium
5.736,low
5.728,low
5.949,low
7.389,low
6.229,medium
6.867,low
6.674,low
8.212,high
6.529,low
6.248,low
6.663,medium
7.095,low
6.802,medium
5.615,low
5.853,medium
5.778,low
6.291,medium
7.475,high
5.984,medium
6.096,medium
5.967,low
6.309,medium
6.398,low
7.583,low
6.266,medium
5.503,low
7.763,high
8.004,high
7.822,high
8.461,high
5.548,low
6.948,medium
6.476,medium
6.545,low
6.935,low
7.106,medium
6.106,medium
8.148,low
5.891,medium
5.779,low
8.093,high
8.084,high
5.92,low
6.366,low
6.119,low
6.16,medium
5.745,low
7.087,medium
5.72,medium
8.683,high
6.56,low
6.468,medium
8.099,high
5.73,low
5.928,medium
6.498,low
8.576,high
8.234,high
5.704,low
5.923,low
6.671,medium
8.205,high
8.174,high
7.101,low
6.119,medium
6.096,medium
6.16,medium
6.434,low
5.791,low
5.523,low
7.033,medium
6.019,low
6.69,medium
8.746,high
6.089,medium
8.503,high
5.755,low
6.977,medium
6.25,low
6.605,medium
9.047,high
6.607,medium
6.349,medium
7.382,low
6.783,low
5.975,low
6.16,low
8.186,high
6.112,low
6.504,medium
6.678,low
6.613,low
7.223,low
5.884,medium
7.472,medium
6.193,low
5.821,medium
6.165,low
7.078,medium
6.981,medium
6.701,medium
6.023,medium
6.533,low
6.504,low
6.691,low
6.646,low
6.352,medium
5.851,medium
7.505,high
5.701,low
8.054,high
7.059,medium
6.785,medium
6.319,low
9.356,high
7.611,medium
6.688,low
9.029,high
6.966,medium
5.868,low
8.409,high
8.347,high
7.277,medium
6.226,medium
6.02,medium
6.577,low
6.682,medium
5.933,medium
7.914,high
6.054,low
6.365,low
9.778,high
8.335,high
6.428,low
9.02,high
6.486,low
5.974,medium
8.001,high
6.755,low
8.738,high
5.896,low
6.051,low
6.006,low
6.633,medium
6.888,medium
5.729,low
6.019,medium
6.322,low
9.792,high
5.506,low
9.883,high
6.826,medium
5.987,low
5.616,low
5.538,low
7.56,high
5.725,low
6.591,low
5.973,low
7.017,low
9.271,high
8.267,high
5.782,medium
5.835,low
7.405,medium
6.217,medium
5.924,medium
6.037,medium
7.972,high
9.473,high
5.576,low
5.71,low
8.45,high
8.366,high
7.603,low
8.196,high
8.493,high
9.39,high
8.169,high
6.812,medium
7.713,high
8.059,high
6.325,medium
5.955,low
6.549,medium
8.206,high
6.66,low
8.333,high
9.692,low
5.529,low
7.794,medium
7.418,medium
8.547,high
9.173,high
6.494,low
6.382,medium
8.551,high
7.065,medium
5.824,low
6.57,low
6.92,low
6.593,medium
6.966,low
6.675,low
8.708,high
6.025,medium
7.828,medium
6.727,medium
6.72,medium
7.78,high
6.471,medium
8.918,high
6.861,low
6.704,medium
9.424,high
7.775,high
6.17,low
6.327,low
8.564,high
6.143,low
5.923,medium
7.137,medium
6.384,medium
7.728,high
8.053,high
7.459,medium
7.861,high
6.522,low
8.358,high
6.941,low
8.261,high
6.209,medium
5.984,medium
6.556,medium
6.762,medium
8.115,high
6.138,low
8.557,high
8.227,high
6.024,low
8.127,high
6.205,low
9.307,high
8.302,high
5.923,low
8.003,high
6.381,medium
8.551,high
5.863,low
8.855,high
8.03,high
7.879,high
6.626,low
5.762,medium
6.101,low
9.315,high
6.638,medium
5.682,low
5.645,low
6.36,low
6.651,low
7.269,low
5.761,low
7.035,medium
7.726,high
7.32,medium
6.609,low
6.448,medium
5.64,low
5.814,low
8.736,high
6.935,medium
6.802,medium
8.176,high
7.031,medium
6.874,medium
6.758,medium
7.025,low
7.348,low
8.118,high
8.484,high
5.914,low
7.037,medium
5.705,low
8.462,high
9.266,high
7.8,high
6.344,medium
9.181,high
6.481,low
6.009,medium
8.004,high
8.49,high
8.33,high
8.24,high
8.548,high
5.708,low
6.987,low
6.713,low
8.639,low
7.782,high
6.036,medium
7.866,high
7.671,high
6.565,medium
8.168,high
7.858,high
6.402,medium
6.288,low
5.992,medium
5.556,low
5.734,low
9.012,high
6.091,low
6.825,medium
7.977,high
7.574,high
6.216,medium
5.522,low
9.857,high
6.098,low
6.788,low
6.662,medium
6.228,low
5.893,low
6.096,medium
6.506,medium
9.772,high
7.69,high
6.788,medium
6.207,medium
6.448,low
7.5,medium
9.043,high
7.173,medium
7.041,low
6.069,medium
7.08,medium
5.8,low
7.652,medium
7.806,medium
8.501,high
6.05,low
8.694,high
6.031,low
6.244,low
6.487,medium
5.747,low
8.067,high
6.749,low
5.955,medium
6.718,low
8.506,high
7.05,medium
9.348,high
8.414,high
6.05,medium
5.78,medium
7.429,medium
7.11,low
8.276,high
6.662,medium
5.481,low
6.82,low
7.115,medium
5.661,low
6.367,low
10.246,high
6.39,low
6.755,medium
6.23,medium
8.088,high
6.686,medium
7.04,low
8.012,high
5.634,low
7.119,medium
6.669,medium
8.444,high
7.953,high
5.785,low
9.17,medium
6.213,medium
7.237,medium
5.867,low
6.557,medium
7.439,medium
6.752,low
6.213,medium
7.266,low
7.971,high
8.914,low
6.073,medium
5.768,low
7.748,low
8.665,high
6.761,low
6.908,medium
6.145,medium
7.8,high
5.549,low
5.771,medium
5.686,low
5.838,low
6.926,low
6.536,low
5.823,medium
6.401,low
5.739,medium
6.611,medium
5.877,low
6.163,low
6.451,low
6.509,low
7.641,high
7.167,low
6.543,medium
8.09,high
6.352,medium
5.991,low
8.506,high
6.427,medium
8.895,medium
6.419,medium
6.445,medium
5.741,low
6.018,low
5.837,medium
6.625,low
7.277,medium
9.476,high
9.084,high
6.542,medium
5.646,low
6.402,low
8.209,high
8.363,high
5.892,low
6.21,medium
5.517,low
6.032,medium
8.78,high
5.694,low
6.515,low
6.919,medium
6.021,medium
7.779,high
6.248,medium
7.677,high
6.51,low
6.933,medium
6.598,medium
5.654,low
6.664,low
6.193,medium
6.042,medium
6.901,low
6.045,medium
5.978,low
8.113,high
8.018,high
9.46,high
5.926,medium
5.664,low
6.471,low
6.379,medium
5.681,low
7.148,low
7.048,medium
7.065,medium
9.434,high
6.014,low
6.603,medium
6.01,medium
5.726,low
6.739,medium
6.602,medium
6.913,low
8.818,high
5.933,low
9.24,high
6.482,low
5.733,medium
6.826,medium
6.555,medium
6.879,low
7.352,low
8.561,high
5.999,low
6.358,low
6.505,low
6.889,low
5.727,low
5.676,low
7.871,high
8.938,high
6.863,medium
5.988,medium
6.529,medium
7.902,high
6.837,low
7.196,medium
7.904,high
6.518,medium
6.32,low
6.697,medium
5.868,medium
6.812,medium
6.617,medium
8.012,high
6.609,low
6.497,low
5.787,medium
8.181,high
6.354,medium
6.486,low
6.965,medium
5.987,medium
5.977,medium
7.975,high
6.016,low
6.148,low
5.774,low
6.811,medium
6.127,low
8.364,high
6.512,medium
6.295,medium
6.976,medium
6.089,low
5.899,low
5.747,medium
5.901,medium
7.545,high
5.856,low
8.094,high
8.573,high
7.628,high
5.865,low
5.639,low
6.247,medium
8.143,high
5.608,low
6.319,medium
6.242,low
8.936,high
8.388,high
6.036,medium
5.796,low
8.875,high
6.061,low
5.973,low
6.036,medium
6.488,medium
7.027,medium
6.552,medium
7.054,medium
8.733,high
5.988,low
6.943,medium
5.696,low
6.61,low
6.122,medium
6.313,medium
5.865,low
7.648,high
8.285,high
6.039,low
6.545,low
6.141,low
6.626,medium
6.308,medium
6.058,low
6.972,low
6.434,medium
5.857,low
6.494,medium
7.231,medium
6.888,low
7.45,medium
6.716,low
7.477,medium
7.906,high
8.046,high
6.281,low
8.045,medium
6.774,low
8.123,high
7.154,low
6.086,low
9.386,high
7.401,medium
10.83,high
8.352,high
6.744,low
5.89,medium
7.804,high
8.129,high
6.722,low
6.835,low
8.764,high
6.894,low
8.092,high
6.355,medium
6.828,medium
6.911,low
6.073,low
7.03,low
5.765,low
6.705,low
7.292,medium
6.841,medium
6.049,low
6.786,low
6.331,medium
6,low
6.249,low
6.569,medium
6.449,medium
7.669,high
6.476,medium
8.236,high
7.744,high
6.334,medium
8.731,high
6.821,medium
7.383,medium
7.496,medium
8.453,high
6.332,low
6.744,low
7.25,low
7.953,high
6.381,medium
5.963,low
5.722,low
7.288,low
5.944,low
8.842,high
5.626,medium
7.434,low
8.599,high
7.334,medium
8.309,high
6.2,low
7.123,medium
6.34,low
5.672,low
8.735,high
6.988,medium
5.882,medium
8.426,high
8.331,high
6.737,medium
6.01,low
6.008,low
7.318,medium
9.492,high
9.101,high
6.647,medium
6.57,medium
6.912,medium
8.006,high
7.846,high
6.715,low
6.373,medium
7.344,medium
8.179,high
8.911,high
6.467,medium
7.745,high
6.774,medium
8.842,high
8.268,high
6.429,medium
8.18,high
5.724,medium
8.819,high
6.661,low
6.844,medium
5.831,low
6.347,medium
6.894,medium
7.698,high
5.808,medium
6.581,medium
6.029,medium
6.794,low
7.778,high
9.361,high
6.28,low
8.679,high
6.434,medium
5.622,low
6.776,low
6.488,low
8.939,high
5.982,low
8.343,high
8.271,high
6.767,low
6.611,low
5.884,low
6.785,medium
6.669,medium
5.815,medium
8.082,high
5.745,medium
6.017,medium
6.883,low
5.798,low
5.966,low
5.909,low
9.879,high
6.151,low
8.261,high
7.035,low
6.384,low
6.731,medium
7.774,high
6.558,medium
5.545,low
7.631,high
7.431,low
6.073,low
6.498,medium
8.391,high
6.579,medium
6.65,medium
6.861,medium
6.428,medium
5.729,medium
5.854,medium
7.159,medium
8.527,high
8.525,high
7.923,high
8.75,high
8.276,high
6.269,low
8.875,high
6.079,medium
6.417,low
6.068,medium
5.973,low
7.791,high
6.801,low
6.923,low
5.794,low
9.018,high
5.838,medium
8.294,high
6.824,medium
6.829,medium
5.749,medium
7.708,medium
8.097,high
6.375,low
6.476,medium
8.321,high
6.656,low
6.728,medium
6.058,low
6.313,low
5.837,low
6.681,medium
8.661,high
9.945,high
7.359,low
6.175,medium
8.937,high
8.106,high
5.707,low
5.978,low
9.682,high
5.819,low
7.045,medium
6.001,medium
7.473,medium
7.187,low
5.821,low
6.723,low
6.381,low
6.263,low
6.397,medium
6.168,medium
6.253,medium
7.465,low
5.999,medium
6.356,low
7.915,high
6.676,medium
6.131,low
6.256,low
5.756,low
8.698,high
7.002,low
7.28,low
6.121,low
7.98,high
9.702,high
6.68,medium
6.439,medium
7.907,high
5.855,low
6.591,medium
6.675,medium
6.178,medium
6.086,medium
6.352,medium
6,low
8.1,high
6.838,medium
6.37,medium
6.289,low
7.125,medium
6.052,low
7.805,medium
6.512,medium
10.086,high
8.468,high
8.001,high
5.485,low
6.529,medium
5.941,low
5.917,low
6.029,low
8.977,high
6.464,low
8.149,high
8.177,high
6.369,medium
6.414,medium
7.905,high
6.631,medium
6.779,medium
6.338,low
8.133,high
9,high
5.838,low
5.771,low
6.63,low
5.864,medium
6.065,low
6.791,medium
6.656,low
6.125,medium
6.322,low
6.276,medium
6.798,low
8.051,high
6.65,low
6.129,medium
6.84,low
5.778,low
6.088,low
5.793,low
6.166,low
7.657,medium
6.713,low
8.313,high
6.126,low
5.813,low
5.703,low
8.687,high
6.128,low
6.715,medium
5.916,medium
6.337,low
6.503,low
5.981,low
5.487,low
5.693,low
11.176,medium
5.567,low
6.126,medium
6.454,medium
6.189,medium
6.273,medium
8.092,high
6.076,low
6.965,low
6.224,low
6.667,low
8.565,high
6.211,low
6.78,low
6.161,low
5.996,medium
6.616,medium
5.472,low
5.728,low
6.152,low
6.046,medium
6.038,low
5.976,low
6.57,medium
7.769,high
6.577,medium
5.716,low
6.336,medium
6.312,low
5.574,low
8.525,high
6.375,medium
7.655,medium
6.584,medium
6.075,low
9.015,high
6.112,low
8.378,high
7.522,medium
7.544,high
6.582,low
5.721,medium
5.771,low
8.851,high
6.83,medium
8.884,high
6.264,medium
5.97,low
6.574,low
6.728,low
6.32,low
6.381,low
6.278,medium
6.856,medium
8.599,high
7.254,medium
5.992,medium
6.446,medium
8.567,high
8.305,high
9.399,high
7.924,medium
5.824,low
6.933,medium
6.34,medium
7.112,medium
5.77,low
8.035,high
6.88,medium
6.834,low
7.797,high
6.772,medium
6.188,low
6.344,medium
9.721,high
6.881,low
5.767,low
7.694,high
6.673,medium
9.001,high
7.991,high
6.761,low
7.471,medium
6.224,low
5.932,low
7.307,medium
7.823,high
6.193,medium
8.185,high
8.529,high
5.787,medium
7.588,high
7.92,high
5.853,low
6.237,low
6.477,medium
6.672,medium
6.156,low
6.03,medium
6.414,low
8.096,high
6.067,medium
7.287,low
9.244,high
7.975,high
6.967,low
7.95,high
8.004,high
7.488,low
6.231,medium
8.248,high
9.529,high
6.984,medium
5.845,low
7.009,low
6.007,low
6.268,low
7.047,low
8.617,high
8.265,high
6.005,low
7.64,high
6.311,medium
6.059,medium
6.653,medium
6.198,medium
6.462,medium
5.991,low
5.833,medium
6.182,medium
6.36,medium
6.767,low
8.788,high
6.474,low
6.507,medium
5.682,low
7.767,high
7.72,medium
5.961,low
5.935,low
6.521,medium
6.91,medium
7.187,medium
6.083,low
8.699,high
6.233,low
5.579,low
6.112,low
7.385,medium
6.474,medium
5.879,low
7.065,medium
5.735,low
7.088,medium
9.443,high
7.429,medium
6.487,medium
6.438,medium
7.864,high
5.857,low
6.313,low
7.294,medium
6.503,medium
6.864,medium
6.184,medium
6.446,low
5.628,low
5.501,low
9.172,high
5.912,low
9.502,high
6.075,medium
6.254,medium
5.755,medium
9.074,high
6.317,low
6.01,low
7.703,low
6.268,medium
5.818,medium
6.02,low
6.8,medium
6.552,low
6.905,medium
8.533,high
7.083,medium
8.254,high
6.856,medium
5.975,low
5.961,low
5.954,medium
7.035,low
8.609,high
7.051,low
5.961,low
5.731,medium
7.159,low
9.619,high
8.229,high
6.45,medium
5.685,low
5.696,low
6.779,low
6.871,low
8.345,high
6.782,medium
6.41,medium
6.379,low
6.112,low
6.999,low
6.742,medium
6.09,low
7.268,low
6.397,low
5.732,low
9.266,high
8.951,high
6.492,medium
6.5,medium
8.502,high
7.662,medium
6.327,low
8.078,high
6.482,low
8.22,high
8.944,high
6.219,low
6.293,low
8.62,high
6.912,medium
6.171,medium
5.678,medium
5.749,low
6.015,low
5.986,low
7.284,medium
8.312,high
8.163,high
6.908,medium
8.94,high
7.79,high
6.069,low
6.098,low
5.611,low
5.536,low
7.72,high
6.79,medium
7.417,medium
5.764,medium
8.178,high
7.688,high
6.709,medium
6.149,low
6.228,low
8.44,high
7.589,high
8.438,high
6.464,low
7.083,medium
6.42,medium
7.094,medium
9.072,high
6.564,medium
7.605,medium
6.209,medium
6.119,low
6.083,medium
5.854,low
5.493,low
5.996,low
5.593,low
8.588,high
8.048,high
6.642,medium
5.998,medium
8.627,high
6.23,medium
5.664,low
6.177,medium
7.91,medium
8.309,high
8.241,high
6.459,medium
9.094,high
8.523,high
6.628,medium
7.235,medium
5.754,low
6.939,low
6.539,medium
6.337,low
6.294,medium
8.579,high
6.43,low
7.783,high
8.662,high
6.177,medium
5.535,low
9.086,high
6.593,medium
6.408,medium
6.432,low
7.243,low
8.91,high
5.815,medium
8.443,high
6.273,low
6.191,medium
5.896,medium
6.818,medium
6.827,medium
6.17,medium
6.08,low
7.938,high
6.607,low
5.861,medium
6.397,medium
6.641,low
6.966,medium
6.736,medium
6.108,medium
8.903,high
6.364,medium
6.081,low
6.233,low
6.368,low
7.742,high
6.462,medium
6.401,low
8.311,high
6.981,medium
5.965,low
5.671,low
7.8,high
7.257,medium
8.675,high
7.132,medium
6.698,medium
8.394,high
7.183,medium
8.921,high
6.466,medium
7.999,high
6.495,medium
8.055,high
7.943,high
7.031,medium
5.569,low
10.194,high
5.916,low
6.2,medium
5.718,medium
7.162,medium
6.313,low
8.28,high
7.706,high
7.065,medium
5.736,low
7.251,medium
6.073,low
8.58,high
6.47,low
7.103,medium
6.638,medium
5.752,low
6.376,low
6.028,medium
6.145,medium
8.37,high
5.7,low
6.85,low
8.859,high
8.459,medium
9.023,high
6.56,medium
6.557,low
6.473,medium
8.218,high
6.527,low
7.069,medium
7.886,medium
5.479,low
7.824,high
8.072,high
7.776,high
5.997,low
6.463,low
6.095,low
8.249,high
6.911,low
6.029,low
8.352,high
7.506,high
7.117,low
7.205,low
6.333,low
7.905,high
8.201,high
6.338,low
5.577,low
7.095,low
6.349,low
5.728,medium
6.706,low
6.178,low
8.649,high
7.107,medium
6.268,low
5.692,medium
6.15,medium
5.739,medium
8.036,high
5.398,low
8.832,high
8.333,high
6.464,low
6.075,medium
7.19,medium
6.609,low
6.911,low
5.866,low
5.932,low
7.707,high
7.5,medium
6.136,medium
5.864,low
6.855,medium
8.08,high
6.187,medium
9.563,high
6.614,medium
6.168,medium
9.438,high
7.115,low
5.877,low
6.281,medium
6.722,low
5.746,low
7.809,high
5.868,medium
8.24,low
8.982,high
5.635,low
7.064,medium
7.148,low
9.255,high
5.998,low
6.201,medium
9.074,high
7.754,high
7.867,high
5.922,medium
8.823,medium
7.741,low
5.902,medium
5.695,low
6.206,low
7.978,high
6.293,low
6.304,low
8.022,high
6.266,medium
8.075,high
6.531,medium
5.843,medium
5.909,low
6.294,medium
7.125,medium
6.918,low
6.735,medium
5.892,medium
6.874,low
8.004,high
8.831,high
6.322,medium
6.288,medium
6.342,low
5.934,medium
7.561,high
6.744,medium
6.097,low
6.218,low
7.827,high
6.811,medium
6.159,medium
6.323,medium
8.664,high
8.087,high
6.73,medium
6.194,medium
6.696,medium
6.13,low
5.949,low
6.721,medium
6.382,medium
7.929,high
6.239,low
6.67,low
6.328,medium
7.789,high
5.707,low
8.395,high
5.891,low
6.931,low
5.803,low
5.996,low
8.853,high
7.768,medium
8.168,high
5.873,low
6.478,low
6.845,medium
6.879,medium
6.792,medium
6.868,medium
7.669,high
9.774,high
8.214,high
6.678,medium
6.042,medium
7.458,low
5.746,low
5.883,medium
6.488,medium
7.694,high
7.953,high
6.03,low
5.771,low
6.224,medium
6.706,medium
5.789,low
7.038,medium
8.841,high
6.339,low
6.7,medium
6.169,low
6.313,medium
6.647,medium
7.894,high
6.223,low
5.911,medium
8.096,high
9.256,high
5.826,low
8.221,high
6.148,medium
8.552,high
6.144,medium
5.701,low
6.71,low
5.96,low
8.505,high
9.017,high
7.534,high
7.578,high
7.179,medium
5.888,low
8.504,high
7.959,high
