5.128,1
4.659,2
4.698,0
5.018,1
5.12,5
6.702,50
4.996,0
6.956,50
6.667,50
6.775,50
8.373,100
8.352,50
5.401,0
5.033,5
5.393,0
4.974,5
5.168,0
5.339,2
5.644,0
4.904,2
8.295,100
4.993,1
5.204,1
7.739,50
8.89,100
5.184,2
8.466,100
4.979,2
6.809,50
4.804,2
8.979,100
4.843,1
4.598,0
4.803,5
6.661,50
4.669,0
8.725,100
4.373,0
4.861,2
5.162,5
4.915,5
4.874,1
4.925,2
4.724,0
5.398,2
5.079,0
4.847,0
6.825,50
5.829,1
4.487,0
4.679,0
9.156,100
4.647,0
6.199,5
4.97,2
7.098,50
4.889,0
4.684,0
5.922,2
4.612,0
9.153,100
6.734,50
5.006,2
5.105,2
8.969,100
8.493,100
7.201,50
5.668,5
8.829,100
6.001,5
8.881,100
5.565,0
4.954,0
4.98,0
4.86,0
5.247,5
5.267,0
5.748,0
5.08,0
5.46,2
9.091,100
4.805,0
5.316,1
4.733,1
5.01,1
5.107,0
5.451,2
5.636,1
5.399,2
4.511,0
6.636,50
5.14,1
5.361,5
5.311,5
4.894,2
5.643,0
4.853,0
4.723,0
7.047,50
5.077,1
4.946,0
5.801,5
4.947,2
6.591,50
4.553,0
8.32,100
8.882,100
4.98,1
5.111,5
4.82,1
6.772,0
5.341,1
8.716,100
4.977,0
5.363,0
4.959,0
4.407,0
8.938,100
5.154,2
5.01,0
6.986,50
5.957,5
4.986,1
5.344,0
5.43,5
5.166,5
6.675,50
5.448,1
8.607,100
6.843,50
5.379,2
9.964,100
4.679,0
5.235,5
5.043,2
4.709,1
5.159,2
8.474,100
5.333,2
5.753,2
5.394,5
5.643,5
9.336,100
5.272,0
5.56,5
5.129,1
4.858,1
5.574,2
5.091,5
8.907,100
7.375,50
8.139,100
7.383,50
4.764,0
8.888,100
5.119,1
5.753,2
4.717,0
8.526,100
5.748,5
4.902,0
5.509,1
5.347,5
6.833,50
7.571,50
5.172,2
5.385,2
5.42,5
5.055,0
5.177,0
5.381,5
4.677,0
7.538,50
4.86,0
8.343,100
5.592,2
4.85,0
5.171,1
5.276,0
9.898,100
5.423,0
5.561,1
6.333,2
4.545,0
5.391,1
9.489,100
5.169,5
7.336,50
5.366,5
8.552,100
4.991,5
7.505,50
4.823,1
4.896,5
5.144,1
5.392,0
9.14,100
5.333,2
5.085,2
4.675,0
4.817,5
5.501,0
9.096,100
8.503,100
4.917,0
4.791,0
4.749,0
4.896,1
4.703,0
5.53,5
5.001,1
8.586,100
4.786,2
4.966,0
6.868,50
5.381,1
9.644,100
5.108,0
5.034,0
4.708,0
4.881,5
5.228,0
5.553,2
5.095,0
6.894,50
8.893,100
5.238,1
4.981,0
4.935,2
6.606,50
9.33,100
6.065,2
5.189,1
5.471,5
5.572,0
7.532,50
5.798,2
8.057,100
5.621,1
4.806,0
4.824,2
4.85,0
7.439,50
5.472,0
8.098,100
6.534,50
4.937,2
5.177,2
8.351,100
5.381,5
8.486,100
5.185,1
5.387,1
4.893,1
8.687,100
4.775,0
5.309,1
5.295,0
5.617,1
4.957,0
4.87,0
4.938,0
5.336,5
8.828,100
5.144,2
6.655,50
8.968,100
5.797,5
8.958,100
5.561,2
7.288,50
6.636,50
4.332,0
6.994,50
8.771,100
5.558,0
5.126,1
9.91,100
5.322,2
5.438,5
7.324,50
5.35,5
5.366,1
5.199,2
5.372,5
4.994,1
8.514,100
6.188,5
5.294,0
4.814,1
4.854,2
5.323,2
4.745,0
5.162,5
8.632,100
7.108,50
4.789,2
5.13,1
8.459,100
6.818,50
4.858,0
5.511,2
4.858,0
5.183,1
5.399,0
5.387,0
5.174,0
6.668,50
4.977,1
6.959,50
6.578,50
5.103,5
4.465,0
7.297,50
7.029,50
4.91,5
7.204,50
8.697,100
4.995,1
4.729,0
5.266,0
8.708,100
8.328,100
8.493,100
5.062,1
5.285,5
4.753,5
4.569,0
5.78,0
5.022,5
4.9,0
6.717,50
8.006,100
4.594,1
4.934,1
8.166,100
5.346,5
4.933,5
6.212,5
5.91,5
4.536,0
6.784,50
4.903,1
5.473,2
5.223,2
4.749,2
8.07,100
4.987,0
7.012,50
4.894,0
8.063,100
5.107,0
4.59,2
4.732,0
5.253,5
4.809,1
4.704,1
6.449,50
7.381,50
6.008,0
5.129,5
4.444,0
4.854,0
4.612,0
5.05,5
4.858,0
4.701,0
5.066,0
6.634,50
5.269,1
4.937,5
5.432,0
5.106,5
5.737,5
5.189,0
4.868,0
6.939,50
6.893,50
8.72,100
4.748,1
8.742,100
4.906,0
5.008,2
4.824,0
5.574,2
5.195,0
5.425,1
4.642,0
5.247,5
5.079,2
4.609,2
8.355,100
4.663,1
8.844,100
4.988,2
5.029,0
8.8,100
4.803,2
6.481,50
5.146,5
4.79,0
8.052,100
4.973,1
5.128,0
5.213,5
6.071,5
6.94,50
4.4,0
5.37,2
8.722,100
4.945,5
5.017,5
8.538,100
5.064,2
5.592,5
5.038,2
7.731,50
5.051,5
4.774,5
5.301,2
4.904,2
4.641,0
5.246,2
4.963,0
9.457,100
4.411,0
7.209,50
7.219,50
6.224,1
8.657,100
8.646,100
8.617,100
8.124,100
4.538,0
5.385,0
5.206,5
5.032,5
4.69,2
4.722,1
4.467,0
6.959,50
5.034,1
5.714,0
6.943,50
8.759,100
8.503,100
4.985,5
5.148,1
4.745,2
5.061,5
5.233,0
5.676,5
4.423,0
5.086,2
6.867,50
4.915,5
5.491,0
8.82,100
5.188,1
7.01,50
8.808,100
6.69,50
5.388,1
5.119,0
5.066,0
5.094,5
5.439,2
5.443,2
6.7,50
4.427,0
5.698,0
4.909,1
5.332,0
5.526,5
5.092,0
5.265,2
5.051,0
7.148,50
4.396,0
8.465,50
4.994,1
5.454,5
4.84,0
5.022,5
5.205,0
5.04,0
5.196,0
4.503,0
4.665,1
5.654,0
5.314,2
5.32,5
5.017,0
5.981,0
5.052,1
4.977,0
5.372,0
4.751,1
8.802,100
4.368,0
4.802,0
7.342,50
5.058,0
4.819,0
6.909,50
5.344,5
8.713,100
7.129,50
6.146,0
9.356,100
6.195,0
5.49,0
8.874,50
5.443,0
7.381,50
4.747,0
5.164,2
5.042,2
6.499,50
7.385,50
8.545,100
5.102,0
4.876,5
7.153,50
4.625,0
9.009,100
4.575,1
4.848,5
5.111,0
4.78,1
4.469,0
4.897,5
7.191,50
4.996,2
5.274,0
4.808,2
4.765,0
5.31,2
4.701,0
5.064,0
4.538,0
4.889,1
4.407,0
8.913,100
6.994,50
8.74,100
5.4,5
8.757,100
5.273,0
4.902,5
4.8,0
8.437,100
5.06,2
6.552,50
5.314,0
9.214,100
4.948,1
5.449,2
4.984,0
5.152,0
4.841,0
4.99,0
5.27,1
5.423,5
6.621,50
6.241,0
4.99,0
6.981,50
5.206,2
5.095,0
8.295,100
6.534,50
8.501,100
4.778,2
4.93,1
8.293,100
7.044,50
4.668,0
4.986,5
4.839,1
5.674,0
6.886,50
6.603,50
5.502,2
5.158,2
4.911,0
6.805,50
5.336,2
4.804,0
5.81,0
7.47,50
8.407,100
4.974,2
5.079,0
4.837,0
5.062,1
4.831,0
4.993,0
4.496,0
8.357,100
4.97,0
4.872,1
5.012,1
4.895,5
8.548,100
4.965,0
4.79,0
9.38,100
6.419,1
7.322,50
4.593,0
8.808,100
4.883,5
4.769,0
4.956,2
4.896,0
4.827,1
4.664,0
4.947,1
5.134,5
5.008,0
5.064,0
4.893,0
8.057,100
8.532,100
4.485,0
6.671,50
4.458,0
6.579,50
6.321,50
4.803,0
7.247,50
8.785,100
4.927,5
8.512,100
4.945,2
4.849,1
6.493,50
6.538,50
8.627,100
8.795,100
4.478,0
4.743,2
6.877,50
9.329,100
4.694,0
4.788,2
6.772,50
9.802,100
5.044,0
5.103,0
4.889,5
5.386,0
8.162,50
8.986,100
4.69,0
4.88,0
4.905,0
4.489,0
4.605,0
4.75,0
4.917,0
5.226,0
5.526,2
8.239,100
5.624,5
5.17,0
4.625,0
6.668,50
4.87,5
4.87,5
4.791,2
5.063,1
4.799,0
6.8,50
8.535,100
5.279,5
8.673,100
4.846,2
7.193,50
10.522,100
5.054,0
9.166,100
6.996,50
8.922,100
6.385,50
9.118,100
9.183,100
4.345,0
5.475,0
4.871,0
4.598,0
5.25,0
8.646,100
4.948,0
4.834,1
5.241,2
4.869,5
8.455,100
4.718,0
6.598,50
8.965,100
4.843,1
5.024,0
5.514,5
4.957,0
6.682,50
5.346,0
5.278,5
5.161,5
5.229,5
7.521,50
8.816,50
5.537,2
8.479,100
7.14,50
4.864,2
4.681,0
4.982,0
5.985,1
9.04,100
7.416,50
6.444,50
5.978,2
5.131,5
4.935,0
4.373,0
4.666,1
7.066,50
5.366,5
7.521,50
4.894,1
4.706,0
4.625,0
4.652,2
4.552,0
5.302,1
5.415,2
6.728,50
5.584,5
5.148,5
4.988,1
6.575,50
4.789,5
4.57,0
6.461,50
8.305,50
4.801,0
4.993,0
4.962,5
9.37,100
4.585,0
4.77,2
4.69,0
8.854,100
5.616,5
8.807,100
6.444,50
4.918,0
5.078,5
5.133,2
6.637,50
8.715,100
4.501,0
5.485,5
5.002,2
4.611,0
6.522,50
5.019,1
7.257,50
8.068,100
9.077,100
8.539,100
5.184,5
5.576,5
5.048,1
6.371,50
4.748,2
9.217,100
4.587,2
5.02,2
5.737,0
6.729,2
4.984,2
5.94,2
5.014,5
7.206,50
4.87,5
5.298,1
5.136,1
5.632,5
8.594,100
5.405,5
6.837,50
4.557,1
9.71,100
5.576,2
4.466,0
7.622,50
4.599,2
5.118,5
5.073,0
5.828,5
5.6,0
4.768,1
4.809,1
5.11,0
5.295,0
8.737,100
5.601,0
7.107,50
8.138,100
5.094,5
5.526,0
6.706,50
4.913,2
4.77,1
6.279,2
4.558,0
5.689,2
6.763,50
6.881,50
4.812,0
5.449,1
6.69,50
4.792,5
5.642,0
9.863,100
4.953,0
5.476,5
5.063,0
7.421,50
5.331,1
4.773,0
6.566,0
6.871,50
5.422,0
5.345,0
5.469,5
6.592,50
7.658,50
5.574,0
8.315,100
4.822,1
5.845,5
7.488,50
5.601,5
5.331,2
5.377,2
6.944,5
5.268,1
5.252,2
7.544,50
8.457,100
6.812,50
4.972,0
5.17,2
4.862,1
9.111,100
4.773,2
6.896,50
5.017,1
9.205,100
5.994,0
6.845,50
4.983,0
7.242,50
8.334,100
4.744,2
5.054,0
8.235,100
4.839,5
4.539,0
6.476,50
4.516,0
4.75,0
6.991,50
4.746,1
4.756,2
5.255,5
5.219,5
6.753,50
8.729,100
7.206,50
5.275,2
5.564,5
4.94,2
9.18,100
8.906,100
4.715,1
7.005,50
4.84,2
5.017,5
6.605,50
4.517,0
6.7,50
5.074,0
4.86,0
4.85,2
5.529,0
4.945,0
7.672,50
7.007,50
6.375,50
9.007,100
4.453,0
4.764,0
5.085,5
5.346,5
5.208,2
4.865,0
4.795,0
5.597,1
5.413,5
6.65,50
4.391,0
4.477,0
4.776,1
5.128,0
5.023,0
4.879,1
4.915,0
8.353,100
6.863,50
5.251,1
6.019,2
5.661,0
6.449,50
5.476,2
4.532,0
4.841,2
7.379,50
8.293,100
9.113,100
8.42,100
8.099,100
5.037,1
4.577,0
5.159,5
5.932,1
4.855,0
5.171,0
8.748,100
9.371,100
6.358,50
6.65,50
5.31,5
6.523,50
5.137,5
8.688,100
5.459,5
4.7,1
5.128,1
5.599,2
8.995,100
8.574,100
7.138,50
6.778,50
8.896,100
5.225,5
8.879,100
6.458,50
4.623,0
4.807,0
4.638,0
4.904,5
5.157,2
4.778,0
4.748,0
5.545,1
4.872,2
5.372,1
5.197,5
6.866,50
5.756,2
5.35,0
4.819,0
8.414,100
5.076,5
5.67,0
5.274,5
8.966,100
4.874,5
5.737,2
8.914,100
5.817,1
5.884,0
7.525,50
4.969,1
5.764,2
4.727,1
4.987,1
6.256,1
7.225,50
4.899,5
5.672,5
5.334,1
5.365,2
5.222,0
6.864,50
5.013,2
8.431,100
4.549,0
5.558,0
4.774,2
6.001,1
6.015,5
5.306,0
7.385,50
5.854,5
6.217,2
5.414,0
4.746,1
5.616,0
7.208,50
9,100
9.077,100
5.354,2
5.128,0
5.413,2
5.198,5
6.889,50
5.116,0
4.798,0
5.096,1
4.648,1
4.436,0
5.363,2
6.824,50
5.208,1
4.907,2
5.166,5
5.103,2
5.883,5
5.648,2
5.362,2
5.719,1
5.207,2
4.867,2
7.182,50
8.387,100
8.478,100
7.203,50
5.331,0
6.512,50
5.47,5
4.832,2
4.781,1
4.979,0
7.253,50
5.056,0
6.788,50
5.028,1
4.795,0
4.924,5
7.025,50
4.752,0
5.221,1
5.056,0
7.151,50
9.097,100
5.359,2
8.166,100
8.276,100
7.119,50
5.803,1
7.682,50
5.408,5
5.135,5
4.691,0
5.347,5
4.837,1
5.385,1
5.374,2
5.019,1
5.276,1
6.096,0
4.618,0
6.057,5
6.816,50
7.351,50
4.833,0
5.438,0
5.675,1
5.799,5
4.981,2
6.917,50
6.328,0
5.55,0
7.187,50
4.992,0
5.461,0
5.746,1
4.804,0
5.453,0
6.142,2
8.945,100
5.578,5
5.242,5
4.903,0
4.871,5
5.139,1
5.529,0
5.428,5
5.281,5
4.82,1
5.14,1
6.976,50
6.697,50
6.753,5
5.131,5
5.202,0
5.154,5
4.812,0
5.058,5
5.143,5
5.113,2
5.214,2
5.371,2
4.743,1
4.86,1
5.538,1
4.877,1
7.046,50
6.821,50
7.045,50
5.896,0
4.803,2
5.076,5
4.781,1
8.792,100
4.889,1
4.754,0
5.767,1
4.59,0
5.695,1
9.176,100
8.69,100
4.95,5
4.664,0
4.471,0
4.814,1
6.892,50
5.106,1
8.533,100
4.747,2
4.9,0
5.625,1
5.023,0
6.758,50
8.537,100
10.627,100
8.973,100
4.532,0
9.553,100
4.771,1
6.806,50
5.204,0
5.744,5
4.523,0
8.429,100
4.992,0
8.69,100
7.485,5
4.715,0
4.88,5
4.524,0
7.934,50
4.496,0
4.722,5
6.371,50
4.382,0
5.177,1
10.422,100
4.565,2
6.915,50
4.511,0
5.356,2
4.818,2
4.974,5
5.515,2
6.783,50
6.428,50
4.787,0
8.457,100
6.513,50
4.802,0
4.676,0
4.495,0
5.169,2
9.232,100
5.192,5
4.526,1
4.777,1
6.474,50
5.002,1
4.626,0
4.844,0
4.653,0
4.43,0
4.87,2
7.158,50
4.751,2
7.855,50
4.91,0
4.428,0
9.83,100
4.976,1
4.965,1
8.515,100
4.907,2
4.703,0
5.417,5
8.468,100
4.638,0
5.357,5
8.321,100
8.929,100
4.889,2
4.889,0
4.748,0
5.123,1
4.868,0
6.685,50
4.374,0
5.115,5
8.923,100
4.891,1
6,1
4.924,0
4.77,0
5.39,0
5.805,0
6.887,50
4.442,0
6.552,50
5.011,0
5.099,1
4.798,0
6.539,50
6.581,50
8.561,100
4.492,0
4.808,2
4.867,2
5.75,2
5.073,0
4.707,2
6.651,50
4.936,5
4.568,0
5.261,5
4.669,1
4.83,0
4.825,0
4.723,1
8.965,100
4.961,1
4.993,2
5.292,5
4.422,0
4.664,0
8.64,100
4.615,0
4.759,0
4.655,0
7.535,50
6.967,50
8.847,100
4.421,0
6.69,50
4.66,0
5.081,2
5.323,0
5.057,1
8.14,50
5.674,1
4.986,5
5.118,5
5.008,5
4.752,0
4.89,2
4.482,0
4.443,0
5.239,2
8.368,100
8.133,100
4.859,5
5.376,5
4.564,2
4.805,2
4.721,0
9.403,100
7.422,50
5.601,5
5.329,0
8.457,100
7.012,0
4.446,0
5.138,2
4.385,0
5.058,5
4.339,0
5.074,5
4.741,5
4.927,1
4.898,0
5.226,0
8.065,100
4.719,1
4.574,1
4.832,1
8.813,100
4.732,0
8.338,100
4.666,0
4.804,2
4.781,5
4.735,5
4.698,2
7.544,50
4.774,1
9.446,100
4.729,1
5.327,1
7.971,100
8.281,100
10.357,100
8.425,50
9.338,100
4.894,0
7.807,50
5.515,5
6.038,1
4.472,0
7.478,50
6.297,5
4.769,0
6.65,50
4.593,0
7.719,50
4.928,2
4.872,0
5.26,5
5.067,1
8.876,100
4.993,0
4.907,0
5.523,2
4.411,0
8.338,100
5.601,2
5.223,1
5.312,5
6.925,50
4.795,1
5.235,5
5.388,0
5.025,5
5.831,2
9.071,100
5.314,5
5.305,0
4.834,0
5.192,0
5.943,1
5.293,5
5.325,5
6.87,50
5.458,1
5.747,5
5.152,1
5.539,5
5.507,5
5.448,0
9.58,100
6.824,50
5.073,1
4.542,0
8.48,100
5.23,0
6.766,50
8.674,100
5.372,0
4.784,2
6.758,50
7.042,50
7.895,50
4.844,5
5.3,2
9.336,100
5.104,5
9.592,100
8.463,100
5.358,2
4.986,0
7.999,100
5.391,2
6.332,50
5.113,0
5.476,5
5.129,2
5.142,0
4.641,0
6.763,50
5.034,1
5.415,0
8.289,100
4.689,0
4.94,1
9.024,100
5.337,0
8.861,100
5.178,1
6.932,50
5.091,0
8.768,100
4.96,5
6.637,50
4.699,0
5.021,1
5.148,0
4.604,0
5.264,0
4.671,0
5.383,1
4.668,0
5.292,5
7.407,50
8.222,100
6.481,50
4.946,0
5.051,0
4.661,2
6.565,50
5.217,5
5.501,5
10.324,100
4.688,0
5.359,1
5.05,2
7.514,50
4.68,2
5.589,5
7.218,50
5.086,0
4.674,0
4.86,5
5.146,0
5.002,0
7.887,50
4.737,1
4.856,0
5.171,2
4.56,1
5.411,5
4.988,1
4.554,0
8.272,100
8.542,100
5.151,2
4.625,1
4.61,2
7.257,50
4.966,2
7.362,50
5.238,1
4.876,2
5.222,1
8.232,100
4.981,0
4.841,0
5.657,2
4.77,1
4.458,0
7.153,50
5.098,1
5.159,1
5.136,0
7.553,50
5.366,0
9.928,100
5.028,2
5.067,1
5.092,1
5.337,5
5.029,0
5.189,1
5.576,1
6.953,5
5.136,0
5.342,2
8.303,100
5.449,1
4.824,1
5.221,0
5.03,0
5.124,2
4.799,0
8.365,100
5.314,5
5.571,5
5.26,0
4.778,0
8.896,100
6.626,50
4.504,0
5.279,5
8.81,100
5.208,2
6.927,50
9.293,100
4.458,0
4.509,0
4.824,0
7.024,50
5.881,2
5.112,2
4.98,0
9.431,100
5.339,1
6.051,0
6.401,50
8.89,100
6.458,50
4.985,2
6.633,50
9.482,100
8.281,100
9.433,100
4.708,0
4.551,1
5.171,5
6.28,2
6.652,50
4.837,1
9.014,100
4.945,2
7.62,50
4.974,0
5.212,1
5.26,1
5.213,1
5.107,0
5.046,0
5.055,2
4.766,0
5.384,1
5.298,2
4.91,2
9.556,100
4.947,0
5.566,0
7.048,50
5.365,2
4.657,0
5.612,0
5.356,0
5.713,5
8.186,50
6.002,0
5.758,2
6.649,50
6.3,5
4.723,0
5.392,5
4.395,0
5.377,2
5.094,0
4.574,0
5.499,2
4.703,0
5.077,0
4.756,1
4.773,2
6.428,50
5.357,5
8.697,100
4.763,0
6.923,50
5.147,0
4.973,1
5.084,0
4.705,0
4.776,0
4.992,0
4.619,0
5.182,2
4.708,1
8.394,100
4.845,5
7.282,50
4.635,0
4.998,1
5.686,1
9.178,100
4.948,5
4.534,0
7.52,50
5.459,5
6.426,1
8.96,100
5.478,1
4.765,1
4.866,2
5.328,5
5.813,5
8.216,100
8.207,100
6.824,50
4.819,0
5.629,0
5.574,5
5.115,0
8.875,100
5.113,0
4.978,5
4.831,0
4.578,0
4.613,0
5.124,0
4.465,0
4.672,0
7.172,50
5.276,0
5.266,1
6.865,50
5.141,0
6.368,5
5.256,5
4.845,1
4.881,5
8.67,100
4.734,1
8.053,100
4.736,2
5.044,2
5.286,5
5.195,2
5.378,0
6.881,50
4.924,1
5.372,1
5.508,5
6.943,50
5.199,5
5.676,1
8.699,100
5.108,2
4.759,0
4.831,2
6.491,50
5.363,0
5.238,1
4.998,5
5.085,5
4.873,5
8.845,100
5.719,5
9.779,100
4.798,0
10.596,100
8.596,100
5.571,0
4.866,1
5.622,0
4.836,2
4.713,0
5.444,1
4.782,0
5.524,1
4.523,0
4.983,1
7.173,50
5.171,0
5.252,0
5.411,5
5.276,2
4.951,5
5.205,5
5.63,2
4.95,1
9.636,100
4.999,0
6.882,50
4.59,0
8.977,100
4.4,0
4.881,1
4.807,1
5.139,1
6.66,50
5.139,0
5.329,5
4.798,5
5.252,0
5.056,2
5.274,5
7.218,50
5.731,1
4.716,1
6.194,5
5.3,5
5.283,1
5.338,5
4.899,2
5.52,1
6.563,50
6.793,5
5.414,5
5.89,5
5.268,1
5.56,2
4.76,0
4.935,2
7.001,50
5.079,0
5.515,0
5.536,5
5.433,0
4.922,0
8.697,100
5.116,1
7.522,50
5.202,5
8.71,100
6.978,50
4.83,1
5.687,5
5.614,5
5.12,1
4.62,0
4.603,1
8.358,100
4.549,0
4.8,5
6.979,50
5.246,5
5.294,0
8.946,100
8.825,100
4.547,0
7.054,50
4.928,2
5.318,0
5.802,5
9.485,100
8.238,100
5.016,1
4.739,0
5.671,2
5.57,0
5.09,0
6.663,50
4.713,1
4.666,2
4.925,0
5.001,0
5.008,0
4.903,0
5.429,1
5.441,2
4.885,0
5.604,5
9.119,100
4.737,5
4.677,1
7.083,50
6.815,50
6.336,50
5.127,2
5.375,0
4.95,0
4.409,0
5.58,0
5.456,0
6.382,50
9.509,100
4.714,5
5.153,5
5.245,1
5.35,1
9.173,100
6.886,50
4.959,1
4.898,0
4.548,0
5.051,1
4.765,2
8.249,100
5.667,2
7.683,50
4.798,1
5.063,0
5.505,0
5.245,5
5.078,5
9.45,100
5.052,5
4.675,0
7.044,50
5.125,0
4.94,5
5.269,0
5.621,0
5.69,5
5.272,5
8.561,100
5.26,2
5.144,0
5.915,5
5.195,2
6.55,50
4.91,0
4.56,0
6.673,50
10.284,100
5.012,1
8.133,100
5.666,2
4.696,2
4.906,2
9.643,100
6.875,50
5.137,5
7.054,50
5.459,5
6.568,50
7.413,50
6.594,50
5.33,5
4.438,0
5.892,1
5.951,0
9.294,100
4.581,0
8.244,100
8.998,100
5.592,1
4.894,0
9.752,100
8.831,100
9.094,100
8.853,100
4.665,1
4.994,2
4.959,5
5.332,2
8.901,100
5.89,2
5.618,5
5.309,2
6.141,5
4.844,0
6.956,50
7.111,50
5.589,5
4.846,1
4.925,2
5.309,1
8.425,100
5.175,0
9.926,100
6.765,50
6.357,50
10.216,100
4.839,5
4.725,1
5.397,5
4.759,0
4.414,0
4.65,0
5.747,2
5.409,5
5.551,5
4.997,0
4.499,0
6.899,50
4.73,2
4.564,0
5.819,0
5.16,5
4.985,0
8.743,100
5.231,2
4.592,0
4.767,2
5.221,0
5.677,2
5.077,1
5.174,0
5.784,5
6.35,0
8.003,50
6.529,50
8.395,100
4.834,0
4.739,0
4.582,0
8.489,100
4.713,1
9.625,100
5.678,5
4.991,0
5.264,5
5.356,2
4.599,0
5.625,5
5.273,5
5.362,5
8.296,100
6.607,50
8.531,100
4.725,1
4.858,5
5.106,1
5.49,1
4.512,0
4.371,0
4.425,0
9.235,100
5.417,0
4.88,0
8.389,100
5.376,2
5.363,1
8.542,100
4.636,0
4.93,0
5.657,1
5.594,5
5.241,2
7.753,50
6.539,50
4.668,0
4.8,2
4.597,0
4.998,5
4.993,5
8.948,100
5.187,0
5.639,5
5.291,2
7.383,50
6.415,5
5.395,0
6.839,50
4.714,0
7.38,50
4.994,0
4.588,0
4.789,0
5.094,0
8.979,100
5.606,2
5.178,2
9.245,100
5.597,2
8.688,100
5.524,5
8.961,100
6.94,50
5.243,5
6.57,50
10.262,100
5.047,0
9.314,100
7.368,50
4.494,0
5.045,5
8.895,100
6.636,50
4.96,0
8.602,100
8.406,100
4.97,1
5.306,1
4.975,0
4.766,0
4.595,0
9.109,100
6.953,50
5.315,2
4.99,0
5.528,0
8.735,100
6.603,50
4.979,5
9.809,100
5.346,2
5.499,1
4.675,1
8.337,100
4.851,1
4.986,5
5.151,1
4.863,1
8.472,100
6.801,50
4.64,2
5.313,5
9.686,100
5.105,0
4.912,0
7.308,50
6.927,50
6.393,0
5.166,2
4.983,0
8.983,100
5.35,1
5.284,5
